"year.x","GPA.Range","major1","major2","survey_plans","survey_internships","survey_salary","Gender","IPEDS.Race.Ethnicity","latin_honors","Combined Bacc and Masters","Region"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",63000,"Male","White","0","0","Midwest"
"2021","2.50 - 2.99","Finance","0","accepted fulltime job","One",47000,"Male","Hispanic/Latino","0","0","Midwest"
"2020","3.50 - 4.00","Accountancy","1","accepted fulltime job","MoreThanOne",68000,"Female","Non-Resident Alien","0","0","Midwest"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",62000,"Female","White","1","1","Midwest"
"2021","3.50 - 4.00","Business Analytics","1","accepted fulltime job","MoreThanOne",65000,"Female","White","1","0","Midwest"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","One",43000,"Female","White","1","0","Midwest"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",52222.7320665083,"Female","Hispanic/Latino","0","0","Midwest"
"2020","3.50 - 4.00","Finance","0","accepted fulltime job","One",60000,"Male","White","1","0","Midwest"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",55000,"Female","White","0","0","Midwest"
"2020","3.00 - 3.49","Information Systems","0","accepted fulltime job","MoreThanOne",65000,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Accountancy","1","accepted fulltime job","MoreThanOne",68000,"Female","White","1","0","Midwest"
"2020","2.50 - 2.99","Marketing","0","accepted fulltime job","MoreThanOne",52222.7320665083,"Female","White","0","0","Midwest"
"2020","3.00 - 3.49","Business Economics","0","accepted fulltime job","None",60650,"Male","White","0","0","Midwest"
"2021","3.00 - 3.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",78000,"Male","Black or African American","0","0","Midwest"
"2020","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",62000,"Female","Hispanic/Latino","1","1","Midwest"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",60000,"Female","White","1","0","Midwest"
"2020","3.50 - 4.00","Human Capital Mgmt & Leadership","0","accepted fulltime job","One",72000,"Male","White","1","0","Midwest"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",52000,"Male","White","1","0","Midwest"
"2020","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",60000,"Female","White","1","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","One",55000,"Male","White","0","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","One",62000,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",59043.2557101449,"Female","Unknown","1","0","Midwest"
"2019","3.00 - 3.49","Business Economics","0","accepted fulltime job","MoreThanOne",60000,"Male","Multi Racial","0","0","Midwest"
"2019","2.50 - 2.99","Marketing","0","accepted fulltime job","MoreThanOne",35000,"Female","White","0","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",61083.6580406654,"Male","White","0","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",63000,"Male","White","0","0","Midwest"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","One",40000,"Male","White","0","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",50000,"Female","White","0","0","Midwest"
"2020","3.50 - 4.00","Finance","1","accepted fulltime job","MoreThanOne",73000,"Female","White","1","0","Midwest"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",62000,"Male","White","1","1","Midwest"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",62000,"Female","White","1","1","Midwest"
"2019","3.50 - 4.00","Marketing","1","accepted fulltime job","One",58000,"Male","White","1","0","Midwest"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","None",52222.7320665083,"Female","White","1","0","Midwest"
"2019","3.50 - 4.00","Marketing","0","accepted fulltime job","One",50000,"Female","White","1","0","Midwest"
"2021","3.50 - 4.00","Business Analytics","0","accepted fulltime job","One",65901.5151515152,"Male","Hispanic/Latino","1","0","Midwest"
"2020","3.00 - 3.49","Information Systems","1","accepted fulltime job","One",71500,"Female","White","0","0","Midwest"
"2020","3.00 - 3.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",62000,"Male","White","0","0","Midwest"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","One",60000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Human Capital Mgmt & Leadership","0","accepted fulltime job","MoreThanOne",67000,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",80000,"Male","White","1","0","Midwest"
"2021","2.50 - 2.99","Finance","0","accepted fulltime job","MoreThanOne",44000,"Male","White","0","0","Midwest"
"2020","2.50 - 2.99","Finance","0","accepted fulltime job","MoreThanOne",61083.6580406654,"Male","White","0","0","Midwest"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",52222.7320665083,"Male","White","0","0","Midwest"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",30000,"Female","White","0","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",62500,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",72000,"Male","White","0","0","Midwest"
"2020","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",65000,"Female","Hispanic/Latino","1","0","Midwest"
"2021","2.50 - 2.99","Finance","0","accepted fulltime job","One",80000,"Female","Asian","0","0","Midwest"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","One",40000,"Female","White","0","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","One",50000,"Female","White","0","0","Midwest"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",62000,"Male","White","1","1","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",70000,"Male","White","0","0","Midwest"
"2019","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",72000,"Female","White","1","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",60000,"Female","White","0","0","Midwest"
"2020","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",58000,"Female","White","1","0","Midwest"
"2020","3.50 - 4.00","Marketing","0","accepted fulltime job","One",75000,"Female","White","0","0","Midwest"
"2019","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",52222.7320665083,"Male","White","1","0","Midwest"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",60000,"Male","White","1","1","Midwest"
"2020","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",50000,"Female","White","1","0","Midwest"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","One",65000,"Female","Hispanic/Latino","1","0","Midwest"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",48000,"Female","White","1","0","Midwest"
"2019","3.50 - 4.00","Information Systems","1","accepted fulltime job","MoreThanOne",62000,"Male","White","1","0","Midwest"
"2019","3.00 - 3.49","Information Systems","0","accepted fulltime job","MoreThanOne",70000,"Female","White","0","0","Midwest"
"2020","3.00 - 3.49","Accountancy","1","accepted fulltime job","MoreThanOne",50000,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",60000,"Male","White","1","0","Midwest"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",70000,"Male","White","0","0","Midwest"
"2021","3.00 - 3.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","One",55000,"Male","White","0","0","Midwest"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",55000,"Male","White","0","0","Midwest"
"2019","3.50 - 4.00","Accountancy","1","accepted fulltime job","MoreThanOne",65000,"Female","White","1","0","Midwest"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",55000,"Female","White","1","0","Midwest"
"2020","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",65000,"Female","White","1","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","None",40000,"Male","White","0","0","Midwest"
"2021","3.00 - 3.49","Business Economics","0","accepted fulltime job","MoreThanOne",70000,"Female","White","0","0","Midwest"
"2019","3.00 - 3.49","Accountancy","1","accepted fulltime job","One",61000,"Male","Hispanic/Latino","0","0","Midwest"
"2020","3.50 - 4.00","Finance","0","accepted fulltime job","One",60000,"Female","White","1","0","Midwest"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",61000,"Female","Unknown","0","0","Midwest"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",35000,"Female","White","0","0","Midwest"
"2021","3.00 - 3.49","Accountancy","0","accepted fulltime job","MoreThanOne",68000,"Male","White","1","0","Midwest"
"2021","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",80000,"Female","White","1","0","Midwest"
"2019","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",60000,"Female","White","1","1","Midwest"
"2020","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",85000,"Male","White","1","0","Midwest"
"2020","2.50 - 2.99","Finance","0","accepted fulltime job","MoreThanOne",42000,"Male","White","0","0","Midwest"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",85000,"Male","White","1","0","Midwest"
"2020","3.00 - 3.49","Business Economics","0","accepted fulltime job","MoreThanOne",70000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",52222.7320665083,"Female","White","0","0","Midwest"
"2020","3.50 - 4.00","Marketing","0","accepted fulltime job","One",45000,"Female","White","1","0","Midwest"
"2019","3.00 - 3.49","Human Capital Mgmt & Leadership","0","accepted fulltime job","MoreThanOne",68000,"Female","Hispanic/Latino","0","0","Midwest"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",62000,"Female","White","0","0","Midwest"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",69000,"Female","Multi Racial","0","0","Midwest"
"2019","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",63000,"Female","White","1","1","Midwest"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","One",40000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",70000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Accountancy","0","accepted fulltime job","MoreThanOne",63000,"Male","White","0","0","Midwest"
"2019","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",61000,"Female","Asian","1","1","Midwest"
"2019","2.50 - 2.99","Marketing","0","accepted fulltime job","One",45000,"Male","White","0","0","Midwest"
"2020","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",79500,"Female","White","1","0","Midwest"
"2020","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",72000,"Female","White","1","1","Midwest"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",85000,"Male","White","1","0","Midwest"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","One",45000,"Male","White","0","0","Midwest"
"2021","3.00 - 3.49","Accountancy","0","accepted fulltime job","One",62000,"Male","Hispanic/Latino","0","0","Midwest"
"2020","2.50 - 2.99","Marketing","0","accepted fulltime job","MoreThanOne",52222.7320665083,"Male","White","0","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",60000,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",70000,"Male","White","1","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","One",68000,"Female","White","0","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",65000,"Male","Asian","0","0","Midwest"
"2020","3.00 - 3.49","Information Systems","1","accepted fulltime job","MoreThanOne",68000,"Female","White","0","0","Midwest"
"2019","2.50 - 2.99","Finance","0","accepted fulltime job","None",35000,"Male","White","0","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",62500,"Female","White","0","0","Midwest"
"2021","3.50 - 4.00","Accountancy","1","accepted fulltime job","One",72000,"Male","White","1","0","Midwest"
"2019","3.50 - 4.00","Human Capital Mgmt & Leadership","0","accepted fulltime job","MoreThanOne",67000,"Female","White","1","0","Midwest"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",60000,"Male","White","1","0","Midwest"
"2021","3.50 - 4.00","Business Economics","0","accepted fulltime job","MoreThanOne",70000,"Male","White","1","1","Midwest"
"2021","3.50 - 4.00","Information Systems","0","accepted fulltime job","MoreThanOne",75000,"Male","White","1","0","Midwest"
"2020","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",52222.7320665083,"Male","White","0","0","Midwest"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",70000,"Female","Hispanic/Latino","1","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",62000,"Male","White","0","0","Midwest"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",54000,"Female","White","0","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","One",40000,"Male","White","0","0","Midwest"
"2021","3.00 - 3.49","Business Analytics","0","accepted fulltime job","One",62000,"Male","Black or African American","0","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",75000,"Female","White","0","0","Midwest"
"2020","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",45000,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",50000,"Female","White","1","0","Midwest"
"2021","3.50 - 4.00","Human Capital Mgmt & Leadership","0","accepted fulltime job","One",70000,"Female","White","1","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","One",40000,"Female","White","0","0","Midwest"
"2019","2.50 - 2.99","Information Systems","0","accepted fulltime job","MoreThanOne",60000,"Male","White","0","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",55000,"Female","White","0","0","Midwest"
"2019","2.00 - 2.49","Finance","0","accepted fulltime job","MoreThanOne",45000,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Business Economics","0","accepted fulltime job","MoreThanOne",73000,"Female","White","1","1","Midwest"
"2019","3.00 - 3.49","Information Systems","0","accepted fulltime job","None",64824.4565217391,"Male","White","0","0","Midwest"
"2019","3.50 - 4.00","Business Economics","0","accepted fulltime job","MoreThanOne",70000,"Female","Non-Resident Alien","1","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","One",50000,"Male","White","0","0","Midwest"
"2020","3.50 - 4.00","Finance","0","accepted fulltime job","One",70000,"Female","White","1","0","Midwest"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",52222.7320665083,"Female","White","0","0","Midwest"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",55000,"Female","White","0","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",65000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Finance","1","accepted fulltime job","MoreThanOne",67000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",50000,"Male","White","0","0","Midwest"
"2020","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",60000,"Male","White","1","0","Midwest"
